全角,和暦,辞書用よみ,西暦,和暦元号,和暦（読み）,年（半）,年（全）,十子,読み,十二支,読み,時代区分,備考
７７８,宝亀9,ほうき９,778,宝亀,ほうき,9,９,戊,つちのえ,午,うま,,
７７９,宝亀10,ほうき１０,779,宝亀,ほうき,10,１０,己,つちのと,未,ひつじ,,
７８０,宝亀11,ほうき１１,780,宝亀,ほうき,11,１１,庚,かのえ,申,さる,,
７８１,宝亀12,ほうき１２,781,宝亀,ほうき,12,１２,辛,かのと,酉,とり,0,
７８１,天応1,てんおう１,781,天応,てんおう,1,１,辛,かのと,酉,とり,0,
７８２,天応2,てんおう２,782,天応,てんおう,2,２,壬,みずのえ,戌,いぬ,0,
７８２,延暦1,えんりゃく１,782,延暦,えんりゃく,1,１,壬,みずのえ,戌,いぬ,0,
７８３,延暦2,えんりゃく２,783,延暦,えんりゃく,2,２,癸,みずのと,亥,いのしし,,
７８４,延暦3,えんりゃく３,784,延暦,えんりゃく,3,３,甲,きのえ,子,ねずみ,,
７８５,延暦4,えんりゃく４,785,延暦,えんりゃく,4,４,乙,きのと,丑,うし,,
７８６,延暦5,えんりゃく５,786,延暦,えんりゃく,5,５,丙,ひのえ,寅,とら,,
７８７,延暦6,えんりゃく６,787,延暦,えんりゃく,6,６,丁,ひのと,卯,うさぎ,,
７８８,延暦7,えんりゃく７,788,延暦,えんりゃく,7,７,戊,つちのえ,辰,たつ,,
７８９,延暦8,えんりゃく８,789,延暦,えんりゃく,8,８,己,つちのと,巳,へび,,
７９０,延暦9,えんりゃく９,790,延暦,えんりゃく,9,９,庚,かのえ,午,うま,,
７９１,延暦10,えんりゃく１０,791,延暦,えんりゃく,10,１０,辛,かのと,未,ひつじ,,
７９２,延暦11,えんりゃく１１,792,延暦,えんりゃく,11,１１,壬,みずのえ,申,さる,,
７９３,延暦12,えんりゃく１２,793,延暦,えんりゃく,12,１２,癸,みずのと,酉,とり,,
７９４,延暦13,えんりゃく１３,794,延暦,えんりゃく,13,１３,甲,きのえ,戌,いぬ,,平城京遷都
７９５,延暦14,えんりゃく１４,795,延暦,えんりゃく,14,１４,乙,きのと,亥,いのしし,,
７９６,延暦15,えんりゃく１５,796,延暦,えんりゃく,15,１５,丙,ひのえ,子,ねずみ,,
７９７,延暦16,えんりゃく１６,797,延暦,えんりゃく,16,１６,丁,ひのと,丑,うし,,
７９８,延暦17,えんりゃく１７,798,延暦,えんりゃく,17,１７,戊,つちのえ,寅,とら,,
７９９,延暦18,えんりゃく１８,799,延暦,えんりゃく,18,１８,己,つちのと,卯,うさぎ,,
８００,延暦19,えんりゃく１９,800,延暦,えんりゃく,19,１９,庚,かのえ,辰,たつ,,
８０１,延暦20,えんりゃく２０,801,延暦,えんりゃく,20,２０,辛,かのと,巳,へび,,
８０２,延暦21,えんりゃく２１,802,延暦,えんりゃく,21,２１,壬,みずのえ,午,うま,,
８０３,延暦22,えんりゃく２２,803,延暦,えんりゃく,22,２２,癸,みずのと,未,ひつじ,,
８０４,延暦23,えんりゃく２３,804,延暦,えんりゃく,23,２３,甲,きのえ,申,さる,,遣唐使派遣
８０５,延暦24,えんりゃく２４,805,延暦,えんりゃく,24,２４,乙,きのと,酉,とり,,
８０６,延暦25,えんりゃく２５,806,延暦,えんりゃく,25,２５,丙,ひのえ,戌,いぬ,平安時代,空海真言宗開く
８０６,大同1,だいどう１,806,大同,だいどう,1,１,丙,ひのえ,戌,いぬ,平安時代,空海真言宗開く
８０７,大同2,だいどう２,807,大同,だいどう,2,２,丁,ひのと,亥,いのしし,,
８０８,大同3,だいどう３,808,大同,だいどう,3,３,戊,つちのえ,子,ねずみ,,
８０９,大同4,だいどう４,809,大同,だいどう,4,４,己,つちのと,丑,うし,,
８１０,大同5,だいどう５,810,大同,だいどう,5,５,庚,かのえ,寅,とら,0,
８１０,弘仁1,こうにん１,810,弘仁,こうにん,1,１,庚,かのえ,寅,とら,0,
８１１,弘仁2,こうにん２,811,弘仁,こうにん,2,２,辛,かのと,卯,うさぎ,,
８１２,弘仁3,こうにん３,812,弘仁,こうにん,3,３,壬,みずのえ,辰,たつ,,
８１３,弘仁4,こうにん４,813,弘仁,こうにん,4,４,癸,みずのと,巳,へび,,
８１４,弘仁5,こうにん５,814,弘仁,こうにん,5,５,甲,きのえ,午,うま,,
８１５,弘仁6,こうにん６,815,弘仁,こうにん,6,６,乙,きのと,未,ひつじ,,
８１６,弘仁7,こうにん７,816,弘仁,こうにん,7,７,丙,ひのえ,申,さる,,
８１７,弘仁8,こうにん８,817,弘仁,こうにん,8,８,丁,ひのと,酉,とり,,
８１８,弘仁9,こうにん９,818,弘仁,こうにん,9,９,戊,つちのえ,戌,いぬ,,
８１９,弘仁10,こうにん１０,819,弘仁,こうにん,10,１０,己,つちのと,亥,いのしし,,
８２０,弘仁11,こうにん１１,820,弘仁,こうにん,11,１１,庚,かのえ,子,ねずみ,,
８２１,弘仁12,こうにん１２,821,弘仁,こうにん,12,１２,辛,かのと,丑,うし,,
８２２,弘仁13,こうにん１３,822,弘仁,こうにん,13,１３,壬,みずのえ,寅,とら,,
８２３,弘仁14,こうにん１４,823,弘仁,こうにん,14,１４,癸,みずのと,卯,うさぎ,,
８２４,弘仁15,こうにん１５,824,弘仁,こうにん,15,１５,甲,きのえ,辰,たつ,0,
８２４,天長1,てんちょう１,824,天長,てんちょう,1,１,甲,きのえ,辰,たつ,0,
８２５,天長2,てんちょう２,825,天長,てんちょう,2,２,乙,きのと,巳,へび,,
８２６,天長3,てんちょう３,826,天長,てんちょう,3,３,丙,ひのえ,午,うま,,
８２７,天長4,てんちょう４,827,天長,てんちょう,4,４,丁,ひのと,未,ひつじ,,
８２８,天長5,てんちょう５,828,天長,てんちょう,5,５,戊,つちのえ,申,さる,,
８２９,天長6,てんちょう６,829,天長,てんちょう,6,６,己,つちのと,酉,とり,,
８３０,天長7,てんちょう７,830,天長,てんちょう,7,７,庚,かのえ,戌,いぬ,,
８３１,天長8,てんちょう８,831,天長,てんちょう,8,８,辛,かのと,亥,いのしし,,
８３２,天長9,てんちょう９,832,天長,てんちょう,9,９,壬,みずのえ,子,ねずみ,,
８３３,天長10,てんちょう１０,833,天長,てんちょう,10,１０,癸,みずのと,丑,うし,,
８３４,天長11,てんちょう１１,834,天長,てんちょう,11,１１,甲,きのえ,寅,とら,0,
８３４,承和1,しょうわ１,834,承和,しょうわ,1,１,甲,きのえ,寅,とら,0,
８３５,承和2,しょうわ２,835,承和,しょうわ,2,２,乙,きのと,卯,うさぎ,,
８３６,承和3,しょうわ３,836,承和,しょうわ,3,３,丙,ひのえ,辰,たつ,,
８３７,承和4,しょうわ４,837,承和,しょうわ,4,４,丁,ひのと,巳,へび,,
８３８,承和5,しょうわ５,838,承和,しょうわ,5,５,戊,つちのえ,午,うま,,
８３９,承和6,しょうわ６,839,承和,しょうわ,6,６,己,つちのと,未,ひつじ,,
８４０,承和7,しょうわ７,840,承和,しょうわ,7,７,庚,かのえ,申,さる,,
８４１,承和8,しょうわ８,841,承和,しょうわ,8,８,辛,かのと,酉,とり,,
８４２,承和9,しょうわ９,842,承和,しょうわ,9,９,壬,みずのえ,戌,いぬ,,
８４３,承和10,しょうわ１０,843,承和,しょうわ,10,１０,癸,みずのと,亥,いのしし,,
８４４,承和11,しょうわ１１,844,承和,しょうわ,11,１１,甲,きのえ,子,ねずみ,,
８４５,承和12,しょうわ１２,845,承和,しょうわ,12,１２,乙,きのと,丑,うし,,
８４６,承和13,しょうわ１３,846,承和,しょうわ,13,１３,丙,ひのえ,寅,とら,,
８４７,承和14,しょうわ１４,847,承和,しょうわ,14,１４,丁,ひのと,卯,うさぎ,,
８４８,承和15,しょうわ１５,848,承和,しょうわ,15,１５,戊,つちのえ,辰,たつ,0,
８４８,嘉祥1,かしょう１,848,嘉祥,かしょう,1,１,戊,つちのえ,辰,たつ,0,
８４９,嘉祥2,かしょう２,849,嘉祥,かしょう,2,２,己,つちのと,巳,へび,,
８５０,嘉祥3,かしょう３,850,嘉祥,かしょう,3,３,庚,かのえ,午,うま,,
８５１,嘉祥4,かしょう４,851,嘉祥,かしょう,4,４,辛,かのと,未,ひつじ,0,
８５１,仁寿1,にんじゅ１,851,仁寿,にんじゅ,1,１,辛,かのと,未,ひつじ,0,
８５２,仁寿2,にんじゅ２,852,仁寿,にんじゅ,2,２,壬,みずのえ,申,さる,,
８５３,仁寿3,にんじゅ３,853,仁寿,にんじゅ,3,３,癸,みずのと,酉,とり,,
８５４,仁寿4,にんじゅ４,854,仁寿,にんじゅ,4,４,甲,きのえ,戌,いぬ,0,
８５４,斉衡1,さいこう１,854,斉衡,さいこう,1,１,甲,きのえ,戌,いぬ,0,
８５５,斉衡2,さいこう２,855,斉衡,さいこう,2,２,乙,きのと,亥,いのしし,,
８５６,斉衡3,さいこう３,856,斉衡,さいこう,3,３,丙,ひのえ,子,ねずみ,,
８５７,斉衡4,さいこう４,857,斉衡,さいこう,4,４,丁,ひのと,丑,うし,0,
８５７,天安1,てんあん１,857,天安,てんあん,1,１,丁,ひのと,丑,うし,0,
８５８,天安2,てんあん２,858,天安,てんあん,2,２,戊,つちのえ,寅,とら,,
８５９,天安3,てんあん３,859,天安,てんあん,3,３,己,つちのと,卯,うさぎ,0,
８５９,貞観1,じょうがん１,859,貞観,じょうがん,1,１,己,つちのと,卯,うさぎ,0,
８６０,貞観2,じょうがん２,860,貞観,じょうがん,2,２,庚,かのえ,辰,たつ,,
８６１,貞観3,じょうがん３,861,貞観,じょうがん,3,３,辛,かのと,巳,へび,,
８６２,貞観4,じょうがん４,862,貞観,じょうがん,4,４,壬,みずのえ,午,うま,,
８６３,貞観5,じょうがん５,863,貞観,じょうがん,5,５,癸,みずのと,未,ひつじ,,
８６４,貞観6,じょうがん６,864,貞観,じょうがん,6,６,甲,きのえ,申,さる,,
８６５,貞観7,じょうがん７,865,貞観,じょうがん,7,７,乙,きのと,酉,とり,,
８６６,貞観8,じょうがん８,866,貞観,じょうがん,8,８,丙,ひのえ,戌,いぬ,,
８６７,貞観9,じょうがん９,867,貞観,じょうがん,9,９,丁,ひのと,亥,いのしし,,
８６８,貞観10,じょうがん１０,868,貞観,じょうがん,10,１０,戊,つちのえ,子,ねずみ,,
８６９,貞観11,じょうがん１１,869,貞観,じょうがん,11,１１,己,つちのと,丑,うし,,
８７０,貞観12,じょうがん１２,870,貞観,じょうがん,12,１２,庚,かのえ,寅,とら,,
８７１,貞観13,じょうがん１３,871,貞観,じょうがん,13,１３,辛,かのと,卯,うさぎ,,
８７２,貞観14,じょうがん１４,872,貞観,じょうがん,14,１４,壬,みずのえ,辰,たつ,,
８７３,貞観15,じょうがん１５,873,貞観,じょうがん,15,１５,癸,みずのと,巳,へび,,
８７４,貞観16,じょうがん１６,874,貞観,じょうがん,16,１６,甲,きのえ,午,うま,,
８７５,貞観17,じょうがん１７,875,貞観,じょうがん,17,１７,乙,きのと,未,ひつじ,,
８７６,貞観18,じょうがん１８,876,貞観,じょうがん,18,１８,丙,ひのえ,申,さる,,
８７７,貞観19,じょうがん１９,877,貞観,じょうがん,19,１９,丁,ひのと,酉,とり,0,
８７７,元慶1,がんきょう１,877,元慶,がんきょう,1,１,丁,ひのと,酉,とり,0,
８７８,元慶2,がんきょう２,878,元慶,がんきょう,2,２,戊,つちのえ,戌,いぬ,,
８７９,元慶3,がんきょう３,879,元慶,がんきょう,3,３,己,つちのと,亥,いのしし,,
８８０,元慶4,がんきょう４,880,元慶,がんきょう,4,４,庚,かのえ,子,ねずみ,,
８８１,元慶5,がんきょう５,881,元慶,がんきょう,5,５,辛,かのと,丑,うし,,
８８２,元慶6,がんきょう６,882,元慶,がんきょう,6,６,壬,みずのえ,寅,とら,,
８８３,元慶7,がんきょう７,883,元慶,がんきょう,7,７,癸,みずのと,卯,うさぎ,,
８８４,元慶8,がんきょう８,884,元慶,がんきょう,8,８,甲,きのえ,辰,たつ,,
８８５,元慶9,がんきょう９,885,元慶,がんきょう,9,９,乙,きのと,巳,へび,0,
８８５,仁和1,にんな１,885,仁和,にんな,1,１,乙,きのと,巳,へび,0,
８８６,仁和2,にんな２,886,仁和,にんな,2,２,丙,ひのえ,午,うま,,
８８７,仁和3,にんな３,887,仁和,にんな,3,３,丁,ひのと,未,ひつじ,,
８８８,仁和4,にんな４,888,仁和,にんな,4,４,戊,つちのえ,申,さる,,
８８９,仁和5,にんな５,889,仁和,にんな,5,５,己,つちのと,酉,とり,0,
８８９,寛平1,かんぴょう１,889,寛平,かんぴょう,1,１,己,つちのと,酉,とり,0,
８９０,寛平2,かんぴょう２,890,寛平,かんぴょう,2,２,庚,かのえ,戌,いぬ,,
８９１,寛平3,かんぴょう３,891,寛平,かんぴょう,3,３,辛,かのと,亥,いのしし,,
８９２,寛平4,かんぴょう４,892,寛平,かんぴょう,4,４,壬,みずのえ,子,ねずみ,,
８９３,寛平5,かんぴょう５,893,寛平,かんぴょう,5,５,癸,みずのと,丑,うし,,
８９４,寛平6,かんぴょう６,894,寛平,かんぴょう,6,６,甲,きのえ,寅,とら,,
８９５,寛平7,かんぴょう７,895,寛平,かんぴょう,7,７,乙,きのと,卯,うさぎ,,
８９６,寛平8,かんぴょう８,896,寛平,かんぴょう,8,８,丙,ひのえ,辰,たつ,,
８９７,寛平9,かんぴょう９,897,寛平,かんぴょう,9,９,丁,ひのと,巳,へび,,
８９８,寛平10,かんぴょう１０,898,寛平,かんぴょう,10,１０,戊,つちのえ,午,うま,0,
８９８,昌泰1,しょうたい１,898,昌泰,しょうたい,1,１,戊,つちのえ,午,うま,0,
８９９,昌泰2,しょうたい２,899,昌泰,しょうたい,2,２,己,つちのと,未,ひつじ,,
９００,昌泰3,しょうたい３,900,昌泰,しょうたい,3,３,庚,かのえ,申,さる,,
９０１,昌泰4,しょうたい４,901,昌泰,しょうたい,4,４,辛,かのと,酉,とり,0,菅原道真・太宰府に左遷される
９０１,延喜1,えんぎ１,901,延喜,えんぎ,1,１,辛,かのと,酉,とり,0,菅原道真・太宰府に左遷される
９０２,延喜2,えんぎ２,902,延喜,えんぎ,2,２,壬,みずのえ,戌,いぬ,,
９０３,延喜3,えんぎ３,903,延喜,えんぎ,3,３,癸,みずのと,亥,いのしし,,
９０４,延喜4,えんぎ４,904,延喜,えんぎ,4,４,甲,きのえ,子,ねずみ,,
９０５,延喜5,えんぎ５,905,延喜,えんぎ,5,５,乙,きのと,丑,うし,,
９０６,延喜6,えんぎ６,906,延喜,えんぎ,6,６,丙,ひのえ,寅,とら,,
９０７,延喜7,えんぎ７,907,延喜,えんぎ,7,７,丁,ひのと,卯,うさぎ,,
９０８,延喜8,えんぎ８,908,延喜,えんぎ,8,８,戊,つちのえ,辰,たつ,,
９０９,延喜9,えんぎ９,909,延喜,えんぎ,9,９,己,つちのと,巳,へび,,
９１０,延喜10,えんぎ１０,910,延喜,えんぎ,10,１０,庚,かのえ,午,うま,,
９１１,延喜11,えんぎ１１,911,延喜,えんぎ,11,１１,辛,かのと,未,ひつじ,,
９１２,延喜12,えんぎ１２,912,延喜,えんぎ,12,１２,壬,みずのえ,申,さる,,
９１３,延喜13,えんぎ１３,913,延喜,えんぎ,13,１３,癸,みずのと,酉,とり,,
９１４,延喜14,えんぎ１４,914,延喜,えんぎ,14,１４,甲,きのえ,戌,いぬ,,
９１５,延喜15,えんぎ１５,915,延喜,えんぎ,15,１５,乙,きのと,亥,いのしし,,
９１６,延喜16,えんぎ１６,916,延喜,えんぎ,16,１６,丙,ひのえ,子,ねずみ,,
９１７,延喜17,えんぎ１７,917,延喜,えんぎ,17,１７,丁,ひのと,丑,うし,,
９１８,延喜18,えんぎ１８,918,延喜,えんぎ,18,１８,戊,つちのえ,寅,とら,,
９１９,延喜19,えんぎ１９,919,延喜,えんぎ,19,１９,己,つちのと,卯,うさぎ,,
